id; text; dialect
ID: 201833; Text: θιοί· ἔϝαδε Δαταλεῦσι καὶ ἐσπένσαμες πόλις Σπενσιθίωι ἀπὸ πυλᾶν πέντε ἀπ’ ἐκάστας θροπάν τε καὶ ἀτέλειαν πάντων αὐτῶι τε καὶ γενιᾶι ὤς κα πόλι τὰ δαμόσια τά τε θιήια καὶ τἀνθρώπινα ποινικάζεν τε καὶ μναμονεῦϝην ποινικάζεν δὲ πόλι καὶ μναμονεῦϝην τὰ δαμόσια μήτε τὰ θιήια μήτε τἀνθρώπινα μηδέν’ ἄλον αἰ μὴ Σπενσίθιον αὐτόν τε καὶ γενιὰν τῶνυ αἰ μὴ ἐπαίροι τε καὶ κέλοιτο ἢ αὐτὸς Σπενσίθιος ἢ γενιὰ τῶνυ ὄσοι δρομῆς εἶεν τῶν υἰῶν οἰ πλίες μισθὸν δὲ δόμεν τῶ ἐνιαυτῶ τῶι ποινικαστᾶι πεντήϙοντά τε πρόϙοος κλεύκιος ΚΗΝΔΥ․Ε․․Σ ἰκατι δαρκμιος ἢ καρ̣πός δόμεν δὲ τὸ κλεῦϙος ἐς το͂ μόρο ὄπω κα λῆι ἐλέσθαι αἰ δὲ μὴ δοίη τὸ κλεῦϙος ΑΙΔΕ․․․Σ — — —ς ϙόσμος ἐπεσταϙὼς ἀ— — —ι— — —ΛΕ.ΕΚ․․.σαι ἀπλοπία․․Α․ αἰ μὴ αὐτοισι— — — πολ․․ανεσημεν τῶι ϙόσμωι — — —ε․ τεμένια ΠΕ..Ϙ.. τὸ ϝῖσον λακὲν ϙόσμωι ασ— — —α— — — τὸ ϝῖσον λακὲν τὸν ποινικαστὰν καὶ παρῆμεν καὶ συνῆμεν ἐπί τε θιηίων καὶ ἐπ’ ἀνθρωπίνων πάντε ὄπε καὶ ὀ ϙόσμος εἴη καὶ τὸν ποινικαστὰν καὶ ὄτιμί κα θιῶι ἰαρεὺς μὴ ἰδιαλο.. θύεν τε τὰ δαμόσια θύματα τὸν ποινικαστὰν καὶ τὰ τεμένια ἔκεν μήδ’ ἐπάγραν ἦμεν μήδε ῥύτιον αἰλε͂ν τὸν ποινικαστὰν δικα δὲ ὄτερόν κα ώληται ὀ ποινικαστὰς ΑΙΠΕΡΟΙΑΛΟΙΚΡΗΣΕΤΑΙΗΝ ϙόσμοι ἀδικα ϝοι τέλεται ἄλε δὲ οὐδὲ ἔν δίκαια ἐς ἀνδρήιον δώσει δέκα πέλεϙυς κρέων αἴ κα ϙὠι ἄλοι ἀπάρϙωνται καὶ τὸ ἐπενιαύτιον τὸ δὲ λάκσιον συνϝαλεῖ ἄλο δὲ μηδὲν ἐπάνανϙον ἦμεν αἴ κα μὴ λῆι δόμεν ἦμεν δὲ τὰ θιήια T.. — — —ίστωι; Dialect: dialect.west_greek.doric.cretan
 
ID: 200483; Text: — — — κατακείμενος αἰ κ’ ἀδικήσει δῶλος ἢ δώλα ὄτι μέν κα καταθεμένω κελομένω ἀμάρτηι το͂ι καταθεμένωι τὰν δίκαν ἤμην ὄτι δὲ κ’ αὐτὸς πρὸ ϝιαυτῶ τῶι ἀρκαίωι πάσται τὰν δίκαν ἤμην τῶι δὲ καταθεμένωι μή αἰ δέ κα νικαθῆι ὀ καθένς ἀποδότω το͂ι καταθεμένωι ὄτι κ’ὀπήληι αἰ δέ κα τὸν κατακείμενον ἀδικήσει ἄλλος αἰ μὲν κ’ ἀνπότεροι μωλίοντες νικάσοντι τὰν ἠμίναν ϝεκάτερος ἐκσίοντι αἰ δέ κ’ ὀ ἄτερος μὴ λῆι ὀ ἄτερος μωλίων αἴ κα νικάσει αὐτὸς ἐκσεῖ αἰ δέ κ’ ἀπόληται ὀ κατακείμενος δικακσάτω ὀμόσαι τὸν καταθέμενον μήτ’ αὐτὸν αἴτιον ἤμην μήτε σὺν ἄλλωι μήτ’ ἐπ’ ἄλλωι ϝισάμην αἰ δέ κ’ ἀποθάνηι δεικσάτω ἀντὶ μαιτύρων δυῶν αἰ δέ κα μὴ ὀμόσει ἆι ἔγραται ἢ μὴ δείκσει τὰν ἀπλόον τιμὰν καταστασεῖ αἰ δὲ κ’ αὐτὸν αἰτιῆται ναὶ ἀποδόθαι ἢ ἀποκρύπσαι αἴ κα νικαθεῖ τὰν ἀπλόον τιμὰν διππλεῖ καταστασεῖ αἰ δέ κα ναεύηι ἐμπανία δεικσάτω; Dialect: dialect.west_greek.doric.cretan
 
ID: 331273; Text: Νικόμαχός μ’ ἐπόη χαῖρε ϝάναξ ℎήρακλες ὅ τοι κεραμεύς μ’ ἀνέθηκε δὸς δέ ϝ’ ἰν ἀνθρόποις δόξαν ἔχην ἀγαθάν; Dialect: dialect.west_greek.doric.achaean
 
ID: 195493; Text: — — — δύο δρ̣αχμάς κώδωνα νέαν καὶ σάλπινγα λάρνακα καὶ λέβητα καὶ σιδάρια ϝεκαίδεκα σφύρας καὶ σμενίας καὶ σκαφίδας καὶ ΚΡΕΟΔΑ— — — ϝέξ κοπίδας — — — καὶ μέτρα — — —Α καὶ κεράμη πάντα ℎόσα κὰτ τὰν ϝοικίαν χρὴ καὶ στροφίν; Dialect: dialect.west_greek.doric.laconian_heraclean
 
ID: 333363; Text: Πασάρατος ℎο ℎάδεϝος κατὰ τοῦ ἀρχοῦ Μαλάϙου εʹ ὀγδόαν ἀποτεισάτω ∶ αἰ δὲ λῆι τοῦ ἐνιαυτοῦ χαλκοῦ δέκα λίτρας ∶ ἀποτεισάτω; Dialect: dialect.west_greek.doric.megarian

ID: 214883; Text: Τηλεφάνεος ἀνέθηκε Εὐρυστρατίδας τάδε τὰ ὅπλα τῶ Λακεδαιμονίω τὺ δὲ τῶι χάριν αἰὲς ℎυπάρχοις; Dialect: dialect.west_greek.doric.laconian

ID: 215014; Text: Παντάρης μ’ ἀνέθηκε Μενεκράτιος Διὸς ἆθλα ℎίπωι νικάσας πέδω ἐ κλῆτω Γελοαίω; Dialect: dialect.west_greek.doric.geloan

ID: 343693; Text: ἀ ϝράτρα τοῖρ Χαλαδρίορ ∶ καὶ Δευκαλίωνι ∶ Χαλάδριον ἦμεν αὐτὸν καὶ γόνον ∶ ϝισοπρόξενον ϝισοδαμιοργόν τὰν δὲ γᾶν ἔχην τὰν ἐν Πίσαι αἰ δέ τις συλαίη ϝέρην αὐτὸν πὸ τὸν Δία αἰ μὴ δάμοι δοκέοι; Dialect: dialect.west_greek.northwest.elean

ID: 240353; Text: εἰκόνες αἵδ’ ἵππων ἀνακείμεθα δῶρ’ ἐνὶ Πυθοῖ ἃς Ἱέρων Φοίβωι νικῶν ἀνέθηκεν ἄνακτι τιμὰν αὐξήσας Δεινομένεος γενεᾶι καὶ δὶς μονοκέλητι κράτησέ τε καὶ τόσον εὖχος εἷλ’ ὅσον οὔτις βὰς Πυθίο ἐς τέμενος.; Dialect: dialect.west_greek.northwest.phocian?

ID: 240324; Text: Διοπείθης ἐποίησεν Ἀθηναῖος νᾶε δύο Κάρων Πεπαρέθιοι αἰχμῆι ℎελόντες ⋮ ἔστησαν δεκάτην ℎεκαταβόλοι Ἀπόλλονι. ; Dialect: dialect.west_greek.northwest.phocian

ID: 238323; Text: — — — καὶ Τελχίνια καὶ Διοσκουρῆια Μεγαλάρτια καὶ ℎηράκλεια καἴ κ’ αὐτὸς θύηι ℎιαρῆιον καἴ κα λεκχοῖ παρῆι καἴ κα ξένοι ϝοι παρ̣έωντι ℎιαρῆια θύοντες καἴ κα πενταμαριτεύων τύχηι αἰ δέ τι τούτων παρβάλλοιτο τῶν γεγραμ̣μένων θωιεόντων τοί τε δαμιοργοὶ καὶ τοὶ ἄλλοι πάντες Λαβυάδαι πρασσόντων δὲ τοὶ Πεντεκαίδεκα αἰ δέ κα ἀμφιλλέγηι τᾶς θωιάσιος ἐξομόσας — — — ; Dialect: dialect.west_greek.northwest.phocian
  
ID: 207434; Text: νειπία ἐοῦσ’ ἔθανον καὶ οὐ λάβον ἄνθος ἔτ’ εἴβας ἀλλ’ ἱκόμαν πρόστεν πολυδάκρυον εἰς Ἀχέροντα μνᾶμα δὲ τεῖδε πατεὶρ Ὑπεράνορος παῖς Κλεόδαμος στᾶσέ με Θεσαλίαι καὶ μάτειρ θυγατρὶ Κορούνα; Dialect: dialect.east_greek.aeolic.thessalian

ID: 146244; Text: Τιμασίφιλός μ’ ἀνέθεικε τὠπόλωνι τῶι Πτωϊεῖ ℎο Πραόλλειος; Dialect: dialect.east_greek.aeolic.boeotian

ID: 328154; Text: ἀσστοῖς καὶ χσένοισι Φάνεις φίλος ἐνθάδε κεῖται ℎός ποτ’ ἀρισστεύων ἐν προμάχοις ἔθανε; Dialect: dialect.east_greek.aeolic.boeotian

ID: 207993; Text: Χάββωι μνᾶμα θανόντι πατεὶρ ἔστασεν Ἀλεύϝας; Dialect: dialect.east_greek.aeolic.thessalian

ID: 328224; Text: Δάσων καὶ Φανίας Σίκιός τ’ Εὐγειτίχω ℎυιοί Πτώι’ Ἄπολον ἄναχς σοί μ’ ἀνέθεικε χάρ̣ιν; Dialect: dialect.east_greek.aeolic.boeotian

ID: 328153; Text: παῖδες ἐποίεισαν μνᾶμ’ ἐνθάδε πατρὶ θανόντι ⋮ Γάθονι χσενίαν ℎιποσύναν τε σοφοῖ; Dialect: dialect.east_greek.aeolic.boeotian
  
ID: 353513; Text: Πηδωμ μ’ ἀνέθηκεν ὠμφίννεω ⋮ ἐξ Αἰγύπτὠγαγών ⋮ ϙῶι βασιλεὺς ἔδωϙ’ ὠιγύπτιος ⋮ Ψαμμήτιχος ⋮ ἀριστήιια ψίλιόν τε χρύσεογ καὶ πόλιν ἀρετῆς ἔνεκα; Dialect: dialect.east_greek.atticionic.eastionic

ID: 234774; Text: παρθένωι Ἐκφάντου με πατὴρ ἀνέθηκε καὶ ℎυιὸς ἐνθάδ’ Ἀθηναίηι μνῆμα πόνον Ἄρεος Ἐγέλοχος μεγάλης τε φιλοχσενίης ἀρετῆς τε πάσης μοῖραν ἔχων τήνδε πόλιν νέμεται. Κρίτιος ∶ καὶ Νεσιώτης ∶ ἐποιησάτην; Dialect: dialect.east_greek.atticionic.attic

ID: 883; Text: Παλλάδι τριτογενεῖ Μέγυλος μ’ ἀνέθηκεν ἀπαρχὴν καὶ Χρέμης ℎυὺς παιδὶ Διὸς μεγάλου; Dialect: dialect.east_greek.atticionic.attic

ID: 344333; Text: Αἐάκης ἀνέθηκεν ὁ Βρύχωνος ⋮ ὂς τῆι Ἤρηι ⋮ τὴν σύλην ⋮ ἔπρησεν ⋮ κατὰ τὴν ἐπίστασιν; Dialect: dialect.east_greek.atticionic.eastionic

ID: 884; Text: Καλλίμαχος μ’ ἀνέθηκεν Ἀφιδναῖος τἀθηναίαι ⋮ ἄνγελον ἀθανάτων ℎοὶ Ὀλύμπια δόματα ἔχουσιν; Dialect: dialect.east_greek.atticionic.attic

ID: 290204; Text: παιδὸς Νείλωνος Νειλωνίδου ἐστὶ τὸ σῆμα, ὂς χὐῶι τῶι ἀγαθῶιι μνῆμα ἐποίει χαρίεν; Dialect: dialect.east_greek.atticionic.attic

ID: 291133; Text: ἀνδρῶν τῶνδ’ ἀρετῆς ἔσται κλέος ἄφθιτον αἰεί οἷστ’ ἂν ἄπερ τούτοις ἐσθλὰ νέμωσι θεοί ἀντία δυσμενέσιν ἀνχίαλομ πρῆσαι β̣ολευσαμένοις καὶ ἔσωσαν ἄστυ βίαι Περσῶν κλινάμενοι δύναμιν; Dialect: dialect.east_greek.atticionic.attic

ID: 234823; Text: δεσμῶι ἐν ἀχνύεντι σιδηρέωι ἔσβησαν ℎύβριν ⋮ παῖδες Ἀθηναίων ἔργμασιν ἐμ πολέμω ἔθνεα Βοιοτῶν καὶ Χαλκιδέων δαμάσαντες ⋮ τῶν ℎίππους δεκάτην Παλλάδι τάσδ’ ἔθησαν; Dialect: dialect.east_greek.atticionic.attic

ID: 290213; Text: τόδ’ Ἀρχίου ’στι σῆμα ∶ κἀδελφῆς φίλης ∶ Εὐκοσμίδης ∶ δὲ τοῦτ’ ἐποίησεν καλόν ∶ στήλην ∶ δ’ ἐπ’ αὐτῶι ∶ θῆκε Φαίδιμο σοφός; Dialect: dialect.east_greek.atticionic.attic

ID: 313133; Text: τάδε Τιμησικράτει Βεργαῖοι ἔδοσαν τήνδ’ ἐν τῆι βωλῆι τῆι πρωτέρηι καὶ τῆι ὑστέρηι ἀνπέλους δύο λάχσις φσιλὰς δύο λάχ̣σι — — — Ω — — —; Dialect: dialect.east_greek.atticionic.unspecified

ID: 294074; Text: Ξάνθιππον τόδε φησὶν ἀληϊτέρων πρυτανεῖον τὠστράκωι Ἀρρίφρονος παῖδα μάλιστ’ ἀδικεῖν; Dialect: dialect.east_greek.atticionic.attic

ID: 344233; Text: Ἰναρως Ψαμμητιχου ὁ τῆς Αἰγύπτου βασιλεὺς Λεωκρίτωι Ἰφι — — — τοῖς ναύτηισιν τῶν συμμάχων ἐπ — — — ἀριστήϊον; Dialect: dialect.east_greek.atticionic.eastionic

ID: 215693; Text: ἀλκῆς ποίησεν ἔριν ὀρίνεσθαι θέλων ἵν’ εὔπορόν οἱ κῦδος ἐμ μροτοῖσιν ἦι; Dialect: dialect.east_greek.atticionic.insularionic

ID: 234933; Text: Πρόθυμος ἐποίησεν — — — ἀνέθηκεν Ἀθηναίαι τόδ’ ἀπαρχὴν εὐχσάμενος κόρηι παιδὶ Διὸς μℎεγάλου; Dialect: dialect.east_greek.atticionic.attic

ID: 1744; Text: Φανοδίκου ἐμὶ τοὐρμοκράτεος τοῦ Προκοννησίου κρητῆρα δὲ ∶ καὶ ὐποκρητήριον ∶ καὶ ἠθμὸν ∶ ἐς πρυτανήιον ἔδωκεν ∶ Συκεεῦσιν. Φανοδίκου ∶ εἰμὶ ∶ τοῦ ℎερμοκράτους ∶ τοῦ Προκονεσίου ∶ κἀγὼ ⋮ κρατῆρα κἀπίστατον ∶ καὶ ℎηθμὸν ∶ ἐς πρυτανεῖον ⋮ ἔδωκα ⋮ μνῆμα ⋮ Σιγειεῦσι ⋮ ἐὰν δέ τι πάσχω, μελεδαίνειν ⋮ με, ὦ  Σιγειεῖς ⋮ καί μ’ ἐποσεν ⋮ ℎαίσωπος ⋮ καὶ ⋮ ℎἀδελφοί.; Dialect: dialect.east_greek.atticionic.attic

ID: 291964; Text: Φοίβ̣ου μέν εἰμ’ ἄγαλμα Λατοίδα καλόν ℎο δ’ Ἀλκμέονος ℎῦϊς Ἀλκμεονίδης ℎίποισι νικήσας ἔθηκέ μ’ ὀκέαις ℎὰς Κνοπι— — —ς ἔλαυν’ ℎο— — — ℎότ’ ἦν Ἀθάναις Παλάδος πανήγυρις; Dialect: dialect.east_greek.atticionic.attic

ID: 79973; Text: Ἡρακλεῖ μ’ ἀνέθηκεν Ἀκήρατος ὃς Θασίοισιν καὶ Παρίοις ἦρχσεν μοῦνος ἐν ἀνφοτέροις πολλὰς δ’ ἀνγελίας πρὸ πόλεος κατὰ φῦλα διῆλθεν ἀνθρώπων ἀρετῆς ἕνεκεν ἀϊδίης; Dialect: dialect.east_greek.atticionic.centralionic

ID: 1753; Text: ἐνθάδε Φίλων κεῖται τὸν δὲ κατὰ γαῖ’ ἐκάλυσφεν ναυτίλον ℎὸ φσυχῆι παῦρα δέδωκ’ ἀγαθά; Dialect: dialect.east_greek.atticionic.attic

ID: 62393; Text: Νικάνδρη μ’ ἀνέθηκεν ℎεκηβόλωι ἰοχεαίρηι ϙούρη Δεινοδίκηο τοῦ  Ναℎσίου ἔℎσοχος ἀλήον Δεινομένεος δὲ κασιγνήτη Φℎράℎσου δ’ ἄλοχος μήν; Dialect: dialect.east_greek.atticionic.insularionic

ID: 1373; Text: σῆμα πατὴρ Κλέβουλος ἀποφθιμένωι Χσενοφάντωι θῆκε τόδ’ ἀντ’ ἀρετῆς ἠδὲ σαοφροσύνης Ἀριστίων ἐποίει Πάριος; Dialect: dialect.east_greek.atticionic.attic

ID: 237413; Text: στῆθι ∶ καὶ οἴκτιρον ∶ Κροίσου παρὰ σῆμα θανόντος ∶ ℎόν ποτ’ ἐνὶ προμάχοις ∶ ὄλεσε θοῦρος ∶ Ἄρες; Dialect: dialect.east_greek.atticionic.attic

ID: 322543; Text: Γλαύϙου εἰμὶ μνῆμα τοῦ Λεπτίνεω ἔθησαν δέ με οἱ Βρέντεω παῖδες; Dialect: dialect.east_greek.atticionic.centralionic

ID: 215714; Text: Μικκιάδης τόδ’ ἄγαλμα καλὸν μ̣’ ἀνέθηκεν καὶ υἱὸς Ἄρχερμος θυσίησιν ℎεκήβολον αὖθ’ ἱλάσασθαι οἱ Χῖοι Μέλανος πατρώιον ἄστυ λιπόντες; Dialect: dialect.east_greek.atticionic.insularionic

ID: 322554; Text: εἰκόνα Ἀθεναίες χρυσαίγιδεος ὀβριμοπάτρ̣ες ὃς τήνδ’ ἔστησην Σίφνιος Ἀλκιδάμας οὔ πη μόλο πτῆξη πόνος ἀνάλοτα φυλάσον τείχη καὶ γαίην ἀτρέμας ἀγχέμαχος; Dialect: dialect.east_greek.atticionic.insularionic

ID: 340003; Text: — — — ℎέκαστον ἔποιϙον λαβεῖν τῶν ℎεμισχοίνων ἔν μηδὲ τῶν οἰϙοπέδων φυλὰ Δανκλαῖα ποιήσαι ἀφαρεὶ ℎαι  φρατρίαι ἀνέδειξαν τὰ καταγεγραμένα ἰὰν δέ τις πὰρ τὸ χάλϙωμα ἐργάσδηται ἢ τὸ χάλϙωμα ἀφανὲς ποιήσει ἢ θέληι λαθῆν τὶ περὶ τοῦ χαλϙώματος ΣΤΕΡΕΣΘΟΤΕΣ μφίρας τῆς κακῆς ἢ ἀγαθῆς ἐν τῶι αὐτῶ αὐτὸν ἔχεσθαι ἐν ℎοἷπερ ℎοὺς ἔκλετον γέης ἀναδαιθμοῦ μνήσεται· περὶ δὲ τῶν δεχομένων κατὰ τὸ χάλϙωμα καρτερὸν ἒν ταν ℎεμισχοίνων ἢ τῶν οἰϙοπέδων εἴναι; Dialect: dialect.east_greek.atticionic.westionic

ID: 873; Text: Τίμαρχός ⋮ μ’ ἀνέθηκε ⋮ Διὸς ⋮ κρατερόφρονι ⋮ παιδὶ μαντειῶν ⋮ φρασμοσύναι μετρφς ⋮ ἐπευχσαμένης Ὀνάτας ἐποίησεν; Dialect: dialect.east_greek.atticionic.attic

ID: 339883; Text: ὁ παῖς ∶ οὗτος ἐ’ Βορυσθένεος ἐπρήθη ∶ ὄνομα ∶ αὐτῶι ∶ Φαΰλλης πάντα ∶ θέλομεν ∶ χρῆ ἀποδόσθαι; Dialect: dialect.east_greek.atticionic.eastionic

ID: 290144; Text: χρυσοκόμ’ Ἄπολλον δέχσαι τόδε καλὸν ἄγαλμα Καλλίαι ℎῶι πρόφρων ἀντιδοίης ἀγαθά; Dialect: dialect.east_greek.atticionic.attic

ID: 4; Text: ἐὰν δέ τις ⋮ τούτων τι δρᾶι εἰδὼς ἐχσεῖναι ⋮ θοᾶν μέχρι τριῶν ⋮ ὀβελῶν ⋮ τοῖσι ταμίασι ⋮⋮⋮ τὰς ℎιερέας τὰς ἐμ πόλει ⋮ καὶ τὰς ζακόρους μὴ ℎέχειν οἴκημα ταμιεῖον ⋮ ἐμ πόλει ⋮ μηδὲ ℎιπνεύεσθαι ἐὰν δέ τις τούτων τι δρᾶι ⋮ εὐθύνεσθαι ℎεκατὸν ⋮ δραχμεῖσι καὶ τοὺς ταμίας ⋮ ἐὰν ἐῶσι εὐθύνεσθαι ℎεκατὸν δραχμεῖσι ⋮⋮⋮ τὰ οἰκήματα — — — τῶι ℎεκατομπέδωι ⋮ ἀνοίγειν ⋮ τοὺς ταμίας ⋮ μὴ ὄλειζον τρὶς τοῦ μηνὸς θεᾶσθαι ⋮ τὰς ℎένας ⋮ ἡμέρ̣ας τὰς πρὸ τῆς νουμηνίας καὶ τῆι δεκάτηι καὶ τῆι εἰκάδι ℎυπὲρ ℎήμισυ ⋮ παρόντας ℎὸς δ’ ἂν λείπει ⋮ δυνατὸς ὂν ἀποτίνειν ⋮ δύο δραχμὰ ἔκαστον ἐσπράττειν δὲ τὸπρύτανιν ἂν δὲ μή καὶ αὐτὸν κατὰ ταῦτ’ εὐθύνεσθαι ⋮ φαίνειν δὲ ⋮ τὸπρύτανιν τὰ ἀδικήματα τοῖς ταμίασι ⋮ τὰ ἐν τῶι λίθωι γεγραμμένα ταῦτ ἔδοχσεν ⋮ τῶι δήμωι ἐπὶ Φιλοκράτους ἄρχοντος ⋮ τὰ ἐν τοῖν λίθοιν τούτοιν; Dialect: dialect.east_greek.atticionic.attic

ID: 314673; Text: βασιλεὺς βασιλέων Δαρεῖος ὁ Ὑστάσπεω Γαδάται δούλωι τάδε λέγει πυνθάνομαι σὲ τῶν ἐμῶν ἐπιταγμάτων οὐ κατὰ πάντα πειθαρχεῖν· ὄτι μὲν γὰρ τὴν ἐμὴν ἐκπονεῖς γῆν τοὺς πέραν Εὐφράτου καρποὺς ἐπὶ τὰ κάτω τῆς Ἀσίας μέρη καταφυτεύων ἐπαινῶ σὴν πρόθεσιν καὶ διὰ ταῦτά σοι κείσεται μεγάλη χάρις ἐμ βασιλέως οἴκωι ὄτι δὲ τὴν ὐπὲρ θεῶν μου διάθεσιν ἀφανίζεις δώσω σοὶ μὴ μεταβαλομένωι πεῖραν ἠδικημένου θυμοῦ φυτουργοὺς γὰρ ἰεροὺς Ἀπόλλωνος φόρον ἔπρασσες καὶ χώραν σκαπανεύειν βέβηλον ἐπέτασσες ἀγνοῶν ἐμῶν προγόνων εἰς τὸν θεὸν νοῦν ὂς Πέρσαις εἶπε πᾶσαν ἀτρέκειαν καὶ τη— — —; Dialect: None
