id; text; dialect
ID: 201834; Text: — — — τῶν ὐῶν οἱ πλίες — — — κἠνδυήσες — — — ἢ κἀλῶς — — — ἐς τὄμορον — — — ἆι δασάσθοσαν ἐς δᾶμομ ϙόσμος ἐπεσταϙὼς ἀδικίοντα λεῖ ἐκτείσαι ἀπλοπίαι καὶ ἆι μὴ αὐτοῖς ϝῖσον πόλι ἔασε μἦμεν τῶι ?????? — — — ἔκεν τεμένια περιοίϙον τὸ ϝῖσον λακὲν ϙὀικίας — — — ἰδιαγοι δίκαια δὲ ὄτερον κἆλω λῆται ὁ ποινικαστὰς ἆιπερ οἱ ἄλοι κρησεταίην ϙόσμοι ἄδικα ϝοι τέλεται ἄλα δὲ οὐδ’ αἰλῆν — — —αἴ κα ϙὠι ἄλοι ἄρϙωνται; Dialect: dialect.west_greek.doric.cretan
ID: 201834; Text: — — — τῶν ὐῶν οἱ πλίες — — — κἠνδυήσες — — — ἢ κἀλῶς — — — ἐς τὄμορον — — — ἆι δασάσθοσαν ἐς δᾶμομ ϙόσμος ἐπεσταϙὼς ἀδικίοντα λεῖ ἐκτείσαι ἀπλοπίαι καὶ ἆι μὴ αὐτοῖς ϝῖσον πόλι ἔασε μἦμεν τῶι ϙόσμωι — — — ἔκεν τεμένια περιοίϙον τὸ ϝῖσον λακὲν ϙὀικίας — — — ἰδιαγοι δίκαια δὲ ὄτερον κἆλω λῆται ὁ ??????????? ἆιπερ οἱ ἄλοι κρησεταίην ϙόσμοι ἄδικα ϝοι τέλεται ἄλα δὲ οὐδ’ αἰλῆν — — —αἴ κα ϙὠι ἄλοι ἄρϙωνται; Dialect: dialect.west_greek.doric.cretan

ID: 337363; Text: Μύσκων ∶ Δάμιος ∶ τοῦ Κορέτου Ἀνθεμόκριτος ∶ ἐφίετο Ἀπέλιν ἐνγυάσασθαι ???? δὲ ἔφα εἴμειν κατελάζετο τὸν Λεοντῖνον Ξένιν Μύσκονα ∶ ἐν τᾶι πλατείαι θωκέοντας οὐκ ἀργύριον ἔχων ℎῖκε βοῶν τιμᾶν οὐκ ἐπρίατο αἰ ποτ’ Ἐνπεδοκλῆ τὸν Μνασιμάχου ποτένθηι γενέσθω ἐνγυάσασθαι; Dialect: dialect.west_greek.doric.geloan
ID: 337363; Text: Μύσκων ∶ Δάμιος ∶ τοῦ Κορέτου Ἀνθεμόκριτος ∶ ἐφίετο Ἀπέλιν ἐνγυάσασθαι σωμα δὲ ἔφα εἴμειν κατελάζετο τὸν Λεοντῖνον Ξένιν Μύσκονα ∶ ἐν τᾶι πλατείαι θωκέοντας οὐκ ἀργύριον ἔχων ℎῖκε ???? τιμᾶν οὐκ ἐπρίατο αἰ ποτ’ Ἐνπεδοκλῆ τὸν Μνασιμάχου ποτένθηι γενέσθω ἐνγυάσασθαι; Dialect: dialect.west_greek.doric.geloan

ID: 330383; Text: Ἀριστοκλείας ???? τᾶς καλᾶς καλά ℎαύτα δ’ εἰμί Πίθαϙος αἰτείσας ἔχει; Dialect: dialect.west_greek.doric.megarian
ID: 330383; Text: Ἀριστοκλείας εἰμὶ τᾶς καλᾶς καλά ℎαύτα δ’ εἰμί Πίθαϙος αἰτείσας ????; Dialect: dialect.west_greek.doric.megarian
 
ID: 201994; Text: θιοί ????? Λυκτίοισι ἀλοπολιάταν ὄστις κα δέκσεται ϝέρεν αἰ μὴ ὀσωϝυτός τε καρτεῖ καὶ τὸνς Ἰτανίονς αἰ δὲ καρτήσαι ἢ κοσμίων ἢ ἀπόκοσμος ὐπὲρ ϝωλᾶς ϝαδᾶς ἐκατὸν λέβητας τεισεῖ ἐκάστω ὅσος κα δέκσεται τούτος δὲ οἰ ἐσζικαιωτῆρες ἐπ’ ὄ τε κα παύσεται αἴ κα μὴ ἀνίωνται πὰρ τῶι ἐπιϝόρϝωι ὀμίονται ἀποδόμεν — — —οκον — — —ται τ— — —; Dialect: dialect.west_greek.doric.cretan
ID: 201994; Text: θιοί ἔϝαδε Λυκτίοισι ἀλοπολιάταν ὄστις κα δέκσεται ϝέρεν αἰ μὴ ὀσωϝυτός τε καρτεῖ καὶ τὸνς Ἰτανίονς αἰ δὲ καρτήσαι ἢ κοσμίων ἢ ἀπόκοσμος ὐπὲρ ϝωλᾶς ϝαδᾶς ἐκατὸν ??????? τεισεῖ ἐκάστω ὅσος κα δέκσεται τούτος δὲ οἰ ἐσζικαιωτῆρες ἐπ’ ὄ τε κα παύσεται αἴ κα μὴ ἀνίωνται πὰρ τῶι ἐπιϝόρϝωι ὀμίονται ἀποδόμεν — — —οκον — — —ται τ— — —; Dialect: dialect.west_greek.doric.cretan

ID: 329604; Text: Σελινόντιος καὶ ℎα Σελινοντίου ????? ἀπεστραμέν’ ἐπ’ ἀτελείαι ἐνγράφω τᾶι τένων. καὶ τῶν ξένων συνδίϙων τὰς γλῶσας ἀπεστραμένας ἐπ’ ἀτελείαι τᾶι τένων ἐνγράφω; Dialect: dialect.west_greek.doric.megarian
ID: 329604; Text: Σελινόντιος καὶ ℎα Σελινοντίου γλῶσα ἀπεστραμέν’ ἐπ’ ἀτελείαι ??????? τᾶι τένων. καὶ τῶν ξένων συνδίϙων τὰς γλῶσας ἀπεστραμένας ἐπ’ ἀτελείαι τᾶι τένων ἐνγράφω; Dialect: dialect.west_greek.doric.megarian

ID: 195543; Text: Γέλων ὁ Δεινομένεος ??????? τοὐπόλλωνι Συραϙόσιος. τὸν τρίποδα ⋮ καὶ τὴν ⋮ Νίκην ⋮ ἐργάσατο Βίων ⋮ Διοδώρω ⋮ ℎυιὸς ⋮ Μιλήσιος; Dialect: dialect.west_greek.doric.corinthian
ID: 195543; Text: Γέλων ὁ Δεινομένεος ἀνέθηκε τοὐπόλλωνι Συραϙόσιος. τὸν τρίποδα ⋮ καὶ τὴν ⋮ Νίκην ⋮ ???????? Βίων ⋮ Διοδώρω ⋮ ℎυιὸς ⋮ Μιλήσιος; Dialect: dialect.west_greek.doric.corinthian

ID: 340073; Text: Πίθαϙος Ἀρέος Ἀφαιστίων ΙΣΑ.ΤΑΣ Ἐρίφιλος Τερπεφίλου Μυταλᾶς Καλέος Θωπύλος Ξήνωνος Ἄθανις Ἀντάνδρου Χάρων Ηαγασάρχου Σιλανὸς ????? Ἄθανις Ηαγασάρχου Ξένουν ℎινύϙου ℎαγίας Φιλοδάμου Δεινίας Σφυρᾶ Φίλωνος Ναϙώι; Dialect: dialect.west_greek.doric.megarian
ID: 340073; Text: Πίθαϙος Ἀρέος Ἀφαιστίων ΙΣΑ.ΤΑΣ Ἐρίφιλος Τερπεφίλου Μυταλᾶς Καλέος Θωπύλος Ξήνωνος Ἄθανις Ἀντάνδρου Χάρων Ηαγασάρχου Σιλανὸς ℎαγία Ἄθανις Ηαγασάρχου Ξένουν ℎινύϙου ?????? Φιλοδάμου Δεινίας Σφυρᾶ Φίλωνος Ναϙώι; Dialect: dialect.west_greek.doric.megarian

ID: 201833; Text: θιοί· ἔϝαδε Δαταλεῦσι καὶ ἐσπένσαμες ????? Σπενσιθίωι ἀπὸ πυλᾶν πέντε ἀπ’ ἐκάστας θροπάν τε καὶ ἀτέλειαν πάντων αὐτῶι τε καὶ γενιᾶι ὤς κα πόλι τὰ δαμόσια τά τε θιήια καὶ τἀνθρώπινα ποινικάζεν τε καὶ μναμονεῦϝην ποινικάζεν δὲ πόλι καὶ μναμονεῦϝην τὰ δαμόσια μήτε τὰ θιήια μήτε τἀνθρώπινα μηδέν’ ἄλον αἰ μὴ Σπενσίθιον αὐτόν τε καὶ γενιὰν τῶνυ αἰ μὴ ἐπαίροι τε καὶ κέλοιτο ἢ αὐτὸς Σπενσίθιος ἢ γενιὰ τῶνυ ὄσοι δρομῆς εἶεν τῶν υἰῶν οἰ πλίες μισθὸν δὲ δόμεν τῶ ἐνιαυτῶ τῶι ποινικαστᾶι πεντήϙοντά τε πρόϙοος κλεύκιος ΚΗΝΔΥ․Ε․․Σ ἰκατι δαρκμιος ἢ καρ̣πός δόμεν δὲ τὸ κλεῦϙος ἐς το͂ μόρο ὄπω κα λῆι ἐλέσθαι αἰ δὲ μὴ δοίη τὸ κλεῦϙος ΑΙΔΕ․․․Σ — — —ς ϙόσμος ἐπεσταϙὼς ἀ— — —ι— — —ΛΕ.ΕΚ․․.σαι ἀπλοπία․․Α․ αἰ μὴ αὐτοισι— — — πολ․․ανεσημεν τῶι ϙόσμωι — — —ε․ τεμένια ΠΕ..Ϙ.. τὸ ϝῖσον λακὲν ϙόσμωι ασ— — —α— — — τὸ ϝῖσον λακὲν τὸν ποινικαστὰν καὶ παρῆμεν καὶ συνῆμεν ἐπί τε θιηίων καὶ ἐπ’ ἀνθρωπίνων πάντε ὄπε καὶ ὀ ϙόσμος εἴη καὶ τὸν ποινικαστὰν καὶ ὄτιμί κα θιῶι ἰαρεὺς μὴ ἰδιαλο.. θύεν τε τὰ δαμόσια θύματα τὸν ποινικαστὰν καὶ τὰ τεμένια ἔκεν μήδ’ ἐπάγραν ἦμεν μήδε ῥύτιον αἰλε͂ν τὸν ποινικαστὰν δικα δὲ ὄτερόν κα ώληται ὀ ποινικαστὰς ΑΙΠΕΡΟΙΑΛΟΙΚΡΗΣΕΤΑΙΗΝ ϙόσμοι ἀδικα ϝοι τέλεται ἄλε δὲ οὐδὲ ἔν δίκαια ἐς ἀνδρήιον δώσει δέκα πέλεϙυς κρέων αἴ κα ϙὠι ἄλοι ἀπάρϙωνται καὶ τὸ ἐπενιαύτιον τὸ δὲ λάκσιον συνϝαλεῖ ἄλο δὲ μηδὲν ἐπάνανϙον ἦμεν αἴ κα μὴ λῆι δόμεν ἦμεν δὲ τὰ θιήια T.. — — —ίστωι; Dialect: dialect.west_greek.doric.cretan
ID: 201833; Text: θιοί· ἔϝαδε Δαταλεῦσι καὶ ἐσπένσαμες πόλις Σπενσιθίωι ἀπὸ πυλᾶν πέντε ἀπ’ ἐκάστας θροπάν τε καὶ ἀτέλειαν πάντων αὐτῶι τε καὶ γενιᾶι ὤς κα πόλι τὰ ??????? τά τε θιήια καὶ τἀνθρώπινα ποινικάζεν τε καὶ μναμονεῦϝην ποινικάζεν δὲ πόλι καὶ μναμονεῦϝην τὰ δαμόσια μήτε τὰ θιήια μήτε τἀνθρώπινα μηδέν’ ἄλον αἰ μὴ Σπενσίθιον αὐτόν τε καὶ γενιὰν τῶνυ αἰ μὴ ἐπαίροι τε καὶ κέλοιτο ἢ αὐτὸς Σπενσίθιος ἢ γενιὰ τῶνυ ὄσοι δρομῆς εἶεν τῶν υἰῶν οἰ πλίες μισθὸν δὲ δόμεν τῶ ἐνιαυτῶ τῶι ποινικαστᾶι πεντήϙοντά τε πρόϙοος κλεύκιος ΚΗΝΔΥ․Ε․․Σ ἰκατι δαρκμιος ἢ καρ̣πός δόμεν δὲ τὸ κλεῦϙος ἐς το͂ μόρο ὄπω κα λῆι ἐλέσθαι αἰ δὲ μὴ δοίη τὸ κλεῦϙος ΑΙΔΕ․․․Σ — — —ς ϙόσμος ἐπεσταϙὼς ἀ— — —ι— — —ΛΕ.ΕΚ․․.σαι ἀπλοπία․․Α․ αἰ μὴ αὐτοισι— — — πολ․․ανεσημεν τῶι ϙόσμωι — — —ε․ τεμένια ΠΕ..Ϙ.. τὸ ϝῖσον λακὲν ϙόσμωι ασ— — —α— — — τὸ ϝῖσον λακὲν τὸν ποινικαστὰν καὶ παρῆμεν καὶ συνῆμεν ἐπί τε θιηίων καὶ ἐπ’ ἀνθρωπίνων πάντε ὄπε καὶ ὀ ϙόσμος εἴη καὶ τὸν ποινικαστὰν καὶ ὄτιμί κα θιῶι ἰαρεὺς μὴ ἰδιαλο.. θύεν τε τὰ δαμόσια θύματα τὸν ποινικαστὰν καὶ τὰ τεμένια ἔκεν μήδ’ ἐπάγραν ἦμεν μήδε ῥύτιον αἰλε͂ν τὸν ποινικαστὰν δικα δὲ ὄτερόν κα ώληται ὀ ποινικαστὰς ΑΙΠΕΡΟΙΑΛΟΙΚΡΗΣΕΤΑΙΗΝ ϙόσμοι ἀδικα ϝοι τέλεται ἄλε δὲ οὐδὲ ἔν δίκαια ἐς ἀνδρήιον δώσει δέκα πέλεϙυς κρέων αἴ κα ϙὠι ἄλοι ἀπάρϙωνται καὶ τὸ ἐπενιαύτιον τὸ δὲ λάκσιον συνϝαλεῖ ἄλο δὲ μηδὲν ἐπάνανϙον ἦμεν αἴ κα μὴ λῆι δόμεν ἦμεν δὲ τὰ θιήια T.. — — —ίστωι; Dialect: dialect.west_greek.doric.cretan
ID: 201833; Text: θιοί· ἔϝαδε Δαταλεῦσι καὶ ἐσπένσαμες πόλις Σπενσιθίωι ἀπὸ πυλᾶν πέντε ἀπ’ ἐκάστας θροπάν τε καὶ ἀτέλειαν πάντων αὐτῶι τε καὶ γενιᾶι ὤς κα πόλι τὰ δαμόσια τά τε θιήια καὶ τἀνθρώπινα ποινικάζεν τε καὶ μναμονεῦϝην ποινικάζεν δὲ πόλι καὶ μναμονεῦϝην τὰ δαμόσια μήτε τὰ θιήια μήτε τἀνθρώπινα μηδέν’ ἄλον αἰ μὴ Σπενσίθιον αὐτόν τε καὶ γενιὰν τῶνυ αἰ μὴ ἐπαίροι τε καὶ κέλοιτο ἢ αὐτὸς Σπενσίθιος ἢ γενιὰ τῶνυ ὄσοι δρομῆς εἶεν τῶν υἰῶν οἰ πλίες μισθὸν δὲ δόμεν τῶ ἐνιαυτῶ τῶι ποινικαστᾶι πεντήϙοντά τε πρόϙοος κλεύκιος ΚΗΝΔΥ․Ε․․Σ ἰκατι δαρκμιος ἢ καρ̣πός δόμεν δὲ τὸ κλεῦϙος ἐς το͂ μόρο ὄπω κα λῆι ἐλέσθαι αἰ δὲ μὴ δοίη τὸ κλεῦϙος ΑΙΔΕ․․․Σ — — —ς ϙόσμος ἐπεσταϙὼς ἀ— — —ι— — —ΛΕ.ΕΚ․․.σαι ἀπλοπία․․Α․ αἰ μὴ αὐτοισι— — — πολ․․ανεσημεν τῶι ϙόσμωι — — —ε․ τεμένια ΠΕ..Ϙ.. τὸ ϝῖσον λακὲν ϙόσμωι ασ— — —α— — — τὸ ϝῖσον λακὲν τὸν ??????????? καὶ παρῆμεν καὶ συνῆμεν ἐπί τε θιηίων καὶ ἐπ’ ἀνθρωπίνων πάντε ὄπε καὶ ὀ ϙόσμος εἴη καὶ τὸν ποινικαστὰν καὶ ὄτιμί κα θιῶι ἰαρεὺς μὴ ἰδιαλο.. θύεν τε τὰ δαμόσια θύματα τὸν ποινικαστὰν καὶ τὰ τεμένια ἔκεν μήδ’ ἐπάγραν ἦμεν μήδε ῥύτιον αἰλε͂ν τὸν ποινικαστὰν δικα δὲ ὄτερόν κα ώληται ὀ ποινικαστὰς ΑΙΠΕΡΟΙΑΛΟΙΚΡΗΣΕΤΑΙΗΝ ϙόσμοι ἀδικα ϝοι τέλεται ἄλε δὲ οὐδὲ ἔν δίκαια ἐς ἀνδρήιον δώσει δέκα πέλεϙυς κρέων αἴ κα ϙὠι ἄλοι ἀπάρϙωνται καὶ τὸ ἐπενιαύτιον τὸ δὲ λάκσιον συνϝαλεῖ ἄλο δὲ μηδὲν ἐπάνανϙον ἦμεν αἴ κα μὴ λῆι δόμεν ἦμεν δὲ τὰ θιήια T.. — — —ίστωι; Dialect: dialect.west_greek.doric.cretan

ID: 200483; Text: — — — κατακείμενος αἰ κ’ ἀδικήσει δῶλος ἢ δώλα ὄτι μέν κα καταθεμένω κελομένω ἀμάρτηι το͂ι καταθεμένωι ??? δίκαν ἤμην ὄτι δὲ κ’ αὐτὸς πρὸ ϝιαυτῶ τῶι ἀρκαίωι πάσται τὰν δίκαν ἤμην τῶι δὲ καταθεμένωι μή αἰ δέ κα νικαθῆι ὀ καθένς ἀποδότω το͂ι καταθεμένωι ὄτι κ’ὀπήληι αἰ δέ κα τὸν κατακείμενον ἀδικήσει ἄλλος αἰ μὲν κ’ ἀνπότεροι μωλίοντες νικάσοντι τὰν ἠμίναν ϝεκάτερος ἐκσίοντι αἰ δέ κ’ ὀ ἄτερος μὴ λῆι ὀ ἄτερος μωλίων αἴ κα νικάσει αὐτὸς ἐκσεῖ αἰ δέ κ’ ἀπόληται ὀ κατακείμενος δικακσάτω ὀμόσαι τὸν καταθέμενον μήτ’ αὐτὸν αἴτιον ἤμην μήτε σὺν ἄλλωι μήτ’ ἐπ’ ἄλλωι ϝισάμην αἰ δέ κ’ ἀποθάνηι δεικσάτω ἀντὶ μαιτύρων δυῶν αἰ δέ κα μὴ ὀμόσει ἆι ἔγραται ἢ μὴ δείκσει τὰν ἀπλόον τιμὰν καταστασεῖ αἰ δὲ κ’ αὐτὸν αἰτιῆται ναὶ ἀποδόθαι ἢ ἀποκρύπσαι αἴ κα νικαθεῖ τὰν ἀπλόον τιμὰν διππλεῖ καταστασεῖ αἰ δέ κα ναεύηι ἐμπανία δεικσάτω; Dialect: dialect.west_greek.doric.cretan
ID: 200483; Text: — — — κατακείμενος αἰ κ’ ἀδικήσει δῶλος ἢ δώλα ὄτι μέν κα καταθεμένω κελομένω ἀμάρτηι το͂ι καταθεμένωι τὰν ????? ἤμην ὄτι δὲ κ’ αὐτὸς πρὸ ϝιαυτῶ τῶι ἀρκαίωι πάσται τὰν δίκαν ἤμην τῶι δὲ καταθεμένωι μή αἰ δέ κα νικαθῆι ὀ καθένς ἀποδότω το͂ι καταθεμένωι ὄτι κ’ὀπήληι αἰ δέ κα τὸν κατακείμενον ἀδικήσει ἄλλος αἰ μὲν κ’ ἀνπότεροι μωλίοντες νικάσοντι τὰν ἠμίναν ϝεκάτερος ἐκσίοντι αἰ δέ κ’ ὀ ἄτερος μὴ λῆι ὀ ἄτερος μωλίων αἴ κα νικάσει αὐτὸς ἐκσεῖ αἰ δέ κ’ ἀπόληται ὀ κατακείμενος δικακσάτω ὀμόσαι τὸν καταθέμενον μήτ’ αὐτὸν αἴτιον ἤμην μήτε σὺν ἄλλωι μήτ’ ἐπ’ ἄλλωι ϝισάμην αἰ δέ κ’ ἀποθάνηι δεικσάτω ἀντὶ μαιτύρων δυῶν αἰ δέ κα μὴ ὀμόσει ἆι ἔγραται ἢ μὴ δείκσει τὰν ἀπλόον τιμὰν καταστασεῖ αἰ δὲ κ’ αὐτὸν αἰτιῆται ναὶ ἀποδόθαι ἢ ἀποκρύπσαι αἴ κα νικαθεῖ τὰν ἀπλόον τιμὰν διππλεῖ καταστασεῖ αἰ δέ κα ναεύηι ἐμπανία δεικσάτω; Dialect: dialect.west_greek.doric.cretan
ID: 200483; Text: — — — κατακείμενος αἰ κ’ ἀδικήσει δῶλος ἢ δώλα ὄτι μέν κα καταθεμένω κελομένω ἀμάρτηι το͂ι καταθεμένωι τὰν δίκαν ἤμην ὄτι δὲ κ’ αὐτὸς πρὸ ϝιαυτῶ τῶι ἀρκαίωι πάσται τὰν δίκαν ἤμην τῶι δὲ ??????????? μή αἰ δέ κα νικαθῆι ὀ καθένς ἀποδότω το͂ι καταθεμένωι ὄτι κ’ὀπήληι αἰ δέ κα τὸν κατακείμενον ἀδικήσει ἄλλος αἰ μὲν κ’ ἀνπότεροι μωλίοντες νικάσοντι τὰν ἠμίναν ϝεκάτερος ἐκσίοντι αἰ δέ κ’ ὀ ἄτερος μὴ λῆι ὀ ἄτερος μωλίων αἴ κα νικάσει αὐτὸς ἐκσεῖ αἰ δέ κ’ ἀπόληται ὀ κατακείμενος δικακσάτω ὀμόσαι τὸν καταθέμενον μήτ’ αὐτὸν αἴτιον ἤμην μήτε σὺν ἄλλωι μήτ’ ἐπ’ ἄλλωι ϝισάμην αἰ δέ κ’ ἀποθάνηι δεικσάτω ἀντὶ μαιτύρων δυῶν αἰ δέ κα μὴ ὀμόσει ἆι ἔγραται ἢ μὴ δείκσει τὰν ἀπλόον τιμὰν καταστασεῖ αἰ δὲ κ’ αὐτὸν αἰτιῆται ναὶ ἀποδόθαι ἢ ἀποκρύπσαι αἴ κα νικαθεῖ τὰν ἀπλόον τιμὰν διππλεῖ καταστασεῖ αἰ δέ κα ναεύηι ἐμπανία δεικσάτω; Dialect: dialect.west_greek.doric.cretan
ID: 200483; Text: — — — κατακείμενος αἰ κ’ ἀδικήσει δῶλος ἢ δώλα ὄτι μέν κα καταθεμένω κελομένω ἀμάρτηι το͂ι καταθεμένωι τὰν δίκαν ἤμην ὄτι δὲ κ’ αὐτὸς πρὸ ϝιαυτῶ τῶι ἀρκαίωι πάσται τὰν δίκαν ἤμην τῶι δὲ καταθεμένωι μή αἰ δέ κα νικαθῆι ὀ καθένς ἀποδότω το͂ι καταθεμένωι ὄτι κ’ὀπήληι αἰ δέ κα τὸν κατακείμενον ἀδικήσει ἄλλος αἰ μὲν κ’ ἀνπότεροι μωλίοντες νικάσοντι τὰν ἠμίναν ϝεκάτερος ἐκσίοντι αἰ δέ κ’ ὀ ἄτερος μὴ λῆι ὀ ἄτερος μωλίων αἴ κα νικάσει αὐτὸς ἐκσεῖ αἰ δέ κ’ ἀπόληται ὀ κατακείμενος δικακσάτω ὀμόσαι τὸν καταθέμενον μήτ’ αὐτὸν αἴτιον ἤμην μήτε σὺν ἄλλωι μήτ’ ἐπ’ ἄλλωι ϝισάμην αἰ δέ κ’ ἀποθάνηι δεικσάτω ἀντὶ μαιτύρων δυῶν αἰ δέ κα μὴ ὀμόσει ἆι ἔγραται ἢ μὴ δείκσει τὰν ἀπλόον τιμὰν καταστασεῖ αἰ δὲ κ’ αὐτὸν αἰτιῆται ναὶ ἀποδόθαι ἢ ἀποκρύπσαι αἴ κα νικαθεῖ τὰν ?????? τιμὰν διππλεῖ καταστασεῖ αἰ δέ κα ναεύηι ἐμπανία δεικσάτω; Dialect: dialect.west_greek.doric.cretan

ID: 331273; Text: Νικόμαχός μ’ ἐπόη ????? ϝάναξ ℎήρακλες ὅ τοι κεραμεύς μ’ ἀνέθηκε δὸς δέ ϝ’ ἰν ἀνθρόποις δόξαν ἔχην ἀγαθάν; Dialect: dialect.west_greek.doric.achaean
ID: 331273; Text: Νικόμαχός μ’ ἐπόη χαῖρε ϝάναξ ℎήρακλες ὅ τοι κεραμεύς μ’ ??????? δὸς δέ ϝ’ ἰν ἀνθρόποις δόξαν ἔχην ἀγαθάν; Dialect: dialect.west_greek.doric.achaean
 
ID: 195493; Text: — — — δύο δρ̣αχμάς κώδωνα νέαν καὶ σάλπινγα λάρνακα καὶ ?????? καὶ σιδάρια ϝεκαίδεκα σφύρας καὶ σμενίας καὶ σκαφίδας καὶ ΚΡΕΟΔΑ— — — ϝέξ κοπίδας — — — καὶ μέτρα — — —Α καὶ κεράμη πάντα ℎόσα κὰτ τὰν ϝοικίαν χρὴ καὶ στροφίν; Dialect: dialect.west_greek.doric.laconian_heraclean
ID: 195493; Text: — — — δύο δρ̣αχμάς κώδωνα νέαν καὶ σάλπινγα λάρνακα καὶ λέβητα καὶ σιδάρια ϝεκαίδεκα σφύρας καὶ σμενίας καὶ σκαφίδας καὶ ΚΡΕΟΔΑ— — — ϝέξ κοπίδας — — — καὶ μέτρα — — —Α καὶ κεράμη πάντα ℎόσα κὰτ τὰν ??????? χρὴ καὶ στροφίν; Dialect: dialect.west_greek.doric.laconian_heraclean

ID: 333363; Text: Πασάρατος ℎο ℎάδεϝος κατὰ τοῦ ἀρχοῦ Μαλάϙου εʹ ὀγδόαν ἀποτεισάτω ∶ αἰ δὲ λῆι τοῦ ἐνιαυτοῦ χαλκοῦ δέκα ?????? ∶ ἀποτεισάτω; Dialect: dialect.west_greek.doric.megarian
ID: 333363; Text: Πασάρατος ℎο ℎάδεϝος κατὰ τοῦ ἀρχοῦ Μαλάϙου εʹ ὀγδόαν ἀποτεισάτω ∶ αἰ δὲ λῆι τοῦ ἐνιαυτοῦ χαλκοῦ δέκα λίτρας ∶ ??????????; Dialect: dialect.west_greek.doric.megarian

ID: 214883; Text: Τηλεφάνεος ??????? Εὐρυστρατίδας τάδε τὰ ὅπλα τῶ Λακεδαιμονίω τὺ δὲ τῶι χάριν αἰὲς ℎυπάρχοις; Dialect: dialect.west_greek.doric.laconian
ID: 214883; Text: Τηλεφάνεος ἀνέθηκε Εὐρυστρατίδας τάδε τὰ ὅπλα τῶ Λακεδαιμονίω τὺ δὲ τῶι ????? αἰὲς ℎυπάρχοις; Dialect: dialect.west_greek.doric.laconian

ID: 215014; Text: Παντάρης μ’ ??????? Μενεκράτιος Διὸς ἆθλα ℎίπωι νικάσας πέδω ἐ κλῆτω Γελοαίω; Dialect: dialect.west_greek.doric.geloan
ID: 215014; Text: Παντάρης μ’ ἀνέθηκε Μενεκράτιος Διὸς ἆθλα ℎίπωι νικάσας πέδω ? κλῆτω Γελοαίω; Dialect: dialect.west_greek.doric.geloan
ID: 215014; Text: Παντάρης μ’ ἀνέθηκε Μενεκράτιος Διὸς ἆθλα ℎίπωι νικάσας πέδω ἐ ????? Γελοαίω; Dialect: dialect.west_greek.doric.geloan

ID: 343693; Text: ἀ ?????? τοῖρ Χαλαδρίορ ∶ καὶ Δευκαλίωνι ∶ Χαλάδριον ἦμεν αὐτὸν καὶ γόνον ∶ ϝισοπρόξενον ϝισοδαμιοργόν τὰν δὲ γᾶν ἔχην τὰν ἐν Πίσαι αἰ δέ τις συλαίη ϝέρην αὐτὸν πὸ τὸν Δία αἰ μὴ δάμοι δοκέοι; Dialect: dialect.west_greek.northwest.elean
ID: 343693; Text: ἀ ϝράτρα τοῖρ Χαλαδρίορ ∶ καὶ Δευκαλίωνι ∶ Χαλάδριον ἦμεν αὐτὸν καὶ γόνον ∶ ϝισοπρόξενον ϝισοδαμιοργόν τὰν δὲ ??? ἔχην τὰν ἐν Πίσαι αἰ δέ τις συλαίη ϝέρην αὐτὸν πὸ τὸν Δία αἰ μὴ δάμοι δοκέοι; Dialect: dialect.west_greek.northwest.elean

